playerId,season,name,team,position,situation,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
8476434,2024,John Gibson,ANA,G,5on5,29,78066,59.81,48,1397,46.06,72,180.39,169,713.1,652,21.59,1,386.53,306,286.15,386,57.81,755,163,65,21.76,20.02,18.03,15,19,14,414,4,2
8476434,2024,John Gibson,ANA,G,4on5,29,6527,14.46,15,167,7.97,9,18.79,18,93.41,82,0.97,0,53.71,42,29.16,43,13.8,84,24,19,2.44,2.88,9.14,1,4,10,40,0,0
8476434,2024,John Gibson,ANA,G,5on4,29,6668,1.58,2,19,0.74,0,2.33,4,14.24,17,3.44,2,4.38,1,9.5,12,1.57,13,4,2,0.46,0.53,0.59,1,1,0,0,0,0
8470594,2024,Marc-Andre Fleury,MIN,G,other,26,2211,5.13,4,73,3.02,6,7.47,2,38.42,34,0.69,0,24.15,22,12.84,20,4.74,32,16,6,1.38,1.82,1.93,1,2,1,19,0,0
8470594,2024,Marc-Andre Fleury,MIN,G,all,26,83416,59.92,68,1351,45.84,60,169.5,106,698.49,670,22.68,0,388.42,325,278.23,406,57.43,736,178,51,20.66,21.84,17.42,25,29,14,386,2,1
8470594,2024,Marc-Andre Fleury,MIN,G,5on5,26,70292,42.26,48,1125,35.84,44,144.17,95,571.33,551,18.54,0,317.43,265,233.35,340,40.77,628,134,30,17.07,16.77,8.42,21,23,4,333,2,1
8470594,2024,Marc-Andre Fleury,MIN,G,4on5,26,4944,11.26,15,123,5.99,10,14.94,9,71.27,66,0.27,0,39.95,32,20.71,29,10.65,57,25,13,1.74,2.94,6.58,3,3,9,28,0,0
8470594,2024,Marc-Andre Fleury,MIN,G,5on4,26,5969,0.96,1,22,0.62,0,2.11,0,12.92,14,3.11,0,4.22,3,9.63,14,0.95,15,1,2,0.37,0.1,0.49,0,1,0,4,0,0
8476412,2024,Jordan Binnington,STL,G,other,56,4316,11.5,13,138,5.46,8,13.6,7,76.77,61,1.24,0,43.47,35,25.48,39,9.24,57,31,14,2.51,3.65,5.35,4,7,2,36,0,0
8476412,2024,Jordan Binnington,STL,G,all,56,194339,150.25,145,3105,106.51,170,389.26,309,1593.57,1457,50.12,1,863.61,690,624.59,873,140.54,1630,381,177,45.29,46.99,57.97,53,51,41,917,6,3
8476412,2024,Jordan Binnington,STL,G,5on5,56,165286,105.17,100,2541,80.83,131,325.93,262,1275.58,1160,41.48,0,690.28,545,512.72,719,101.55,1351,290,117,37.27,36.1,31.8,46,39,15,783,4,2
8476412,2024,Jordan Binnington,STL,G,4on5,56,13295,30.47,30,371,18.2,30,43.61,37,204.61,195,0.84,0,117.27,101,62.38,81,26.67,186,51,42,4.5,6.11,19.85,3,5,22,92,0,0
8476412,2024,Jordan Binnington,STL,G,5on4,56,11442,1.97,1,44,1.38,1,4.67,3,28.27,32,6.41,1,9.39,5,20.69,29,1.95,33,4,2,0.94,0.55,0.47,0,0,1,5,2,1
8481020,2024,Justus Annunen,NSH,G,other,34,3650,7.77,7,106,4.54,6,11.78,13,56.38,47,1.38,1,32.78,29,17.08,21,6.96,39,29,8,1.52,3.55,2.71,1,5,1,30,0,0
8481020,2024,Justus Annunen,NSH,G,all,34,107389,85.9,95,1674,60.6,86,211.31,188,888.51,814,30.69,3,483.8,376,345.91,472,81.5,874,256,87,26.48,31.63,27.79,45,34,16,457,0,0
8481020,2024,Justus Annunen,NSH,G,5on5,34,88663,60.5,67,1375,46.31,71,176.69,147,713.68,652,24.24,2,387.68,305,286.17,391,57.88,740,185,56,21.74,22.94,15.81,40,20,7,394,0,0
8481020,2024,Justus Annunen,NSH,G,4on5,34,7329,16.08,19,162,8.79,8,19.87,27,99.44,94,0.46,0,56.83,41,29.26,39,15.12,78,33,23,2.77,4.04,9.27,4,7,8,28,0,0
8481020,2024,Justus Annunen,NSH,G,5on4,34,7747,1.55,2,31,0.96,1,2.97,1,19.01,21,4.61,0,6.5,1,13.39,21,1.54,17,9,0,0.45,1.1,0,0,2,0,5,0,0
8484293,2024,Yaniv Perets,CAR,G,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8484293,2024,Yaniv Perets,CAR,G,all,1,492,0.97,1,10,0.58,1,1.44,1,6.79,7,0.04,0,3.65,4,2.13,2,0.87,4,3,2,0.09,0.26,0.62,0,1,0,1,0,0
8484293,2024,Yaniv Perets,CAR,G,5on5,1,381,0.26,0,7,0.28,0,1.06,1,4.5,4,0.03,0,2.61,4,1.65,1,0.25,4,2,0,0.09,0.17,0,0,0,0,1,0,0
8484293,2024,Yaniv Perets,CAR,G,4on5,1,111,0.71,1,3,0.3,1,0.38,0,2.29,3,0.02,0,1.04,0,0.48,1,0.61,0,1,2,0,0.09,0.62,0,1,0,0,0,0
8484293,2024,Yaniv Perets,CAR,G,5on4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480947,2024,Kevin Lankinen,VAN,G,other,51,4440,8.45,11,130,5.54,6,15.37,6,72.25,59,1.26,1,42.32,39,23.77,36,7.99,66,22,10,2.6,2.61,3.25,6,2,3,32,0,0
8480947,2024,Kevin Lankinen,VAN,G,all,51,181187,132.09,132,2928,100.42,142,371.84,268,1509.66,1345,47.36,5,832.28,705,604.72,846,126.28,1583,376,134,42.11,47.58,42.41,62,41,29,835,0,0
8480947,2024,Kevin Lankinen,VAN,G,5on5,51,151027,92.51,98,2353,73.07,104,303.1,216,1182.33,1043,38.57,3,650.13,557,488.1,672,89.21,1285,278,84,32.71,35.9,23.9,52,32,14,706,0,0
8480947,2024,Kevin Lankinen,VAN,G,4on5,51,13698,27.93,18,375,19.37,30,46.63,41,214.89,199,1.26,1,123.88,103,65.61,99,25.9,189,65,37,5.55,7.77,14.6,3,3,12,84,0,0
8480947,2024,Kevin Lankinen,VAN,G,5on4,51,12022,2.31,2,51,1.82,2,4.86,4,30.49,34,5.77,0,11.32,3,22.53,33,2.31,35,6,3,0.89,0.76,0.66,0,2,0,7,0,0
8477424,2024,Juuse Saros,NSH,G,other,58,5400,7.95,11,124,4.56,3,12.67,7,64.15,60,2.4,2,36.54,29,22.2,36,7.83,50,27,9,1.95,3.19,2.81,1,3,7,38,0,0
8477424,2024,Juuse Saros,NSH,G,all,58,201469,159.58,167,3201,115.76,160,412.22,292,1698.28,1593,58.13,5,909.45,694,665.38,1004,152.21,1685,469,165,50.16,57.02,52.4,72,52,43,882,4,2
8477424,2024,Juuse Saros,NSH,G,5on5,58,165978,116.64,130,2636,89.36,132,348.98,244,1384.3,1293,47.1,2,742.32,554,556.1,839,112.55,1424,367,109,42.04,44.99,29.61,67,43,20,736,4,2
8477424,2024,Juuse Saros,NSH,G,4on5,58,16184,31.21,22,378,19.73,25,44.47,39,210.63,198,1.29,1,117.57,100,61.32,94,28.07,176,62,43,5.07,7.26,18.88,3,4,15,97,0,0
8477424,2024,Juuse Saros,NSH,G,5on4,58,13907,2.92,2,54,1.83,0,5.45,2,35.27,38,7.28,0,11.49,9,24.2,34,2.91,33,12,2,0.99,1.43,0.5,0,2,0,7,0,0
8482783,2024,Aleksei Kolosov,PHI,G,other,17,1609,3.81,6,51,2.03,3,5.92,3,29.35,24,0.46,0,14.24,9,13.04,19,3.46,24,13,3,0.98,1.6,1.24,3,1,2,11,0,0
8482783,2024,Aleksei Kolosov,PHI,G,all,17,54115,45.01,54,934,30.38,43,110.06,81,459.45,406,14.31,2,245.42,183,184.71,269,43.03,461,118,52,14.36,14.64,16,20,14,20,303,0,0
8482783,2024,Aleksei Kolosov,PHI,G,5on5,17,46977,32.27,38,785,23.79,35,92.51,71,373.24,325,12.71,1,201.78,144,151.05,225,31.09,390,88,36,11.95,10.75,9.57,17,9,12,271,0,0
8482783,2024,Aleksei Kolosov,PHI,G,4on5,17,2822,8.15,8,87,4.14,5,10.61,6,48.18,46,0.25,0,26.77,29,14.71,18,7.71,40,13,13,1.21,1.74,5.2,0,2,6,21,0,0
8482783,2024,Aleksei Kolosov,PHI,G,5on4,17,2707,0.78,2,11,0.42,0,1.03,1,8.68,11,0.89,1,2.63,1,5.91,7,0.77,7,4,0,0.23,0.55,0,0,2,0,0,0,0
8481544,2024,Mads Sogaard,OTT,G,other,2,145,0.06,0,1,0.04,0,0.15,0,0.71,1,0.09,0,0.33,0,0.4,1,0.06,1,0,0,0.06,0,0,0,0,0,0,0,0
8481544,2024,Mads Sogaard,OTT,G,all,2,5493,6.21,8,86,3.54,7,11.22,5,45.23,40,2.02,0,22.75,15,16.51,27,4.99,38,13,11,1,1.7,3.5,4,3,1,24,2,1
8481544,2024,Mads Sogaard,OTT,G,5on5,2,4415,3.58,6,69,2.44,5,9.14,2,34.72,31,1.54,0,18.58,13,13.87,23,3.36,34,10,5,0.87,1.2,1.51,4,2,0,20,2,1
8481544,2024,Mads Sogaard,OTT,G,4on5,2,401,2.21,2,14,0.91,2,1.72,3,8.54,7,0.08,0,3.25,1,1.62,2,1.22,2,3,5,0.06,0.5,1.65,0,1,1,4,0,0
8481544,2024,Mads Sogaard,OTT,G,5on4,2,532,0.36,0,2,0.15,0,0.21,0,1.25,1,0.32,0,0.59,1,0.63,1,0.36,1,0,1,0.01,0,0.35,0,0,0,0,0,0
8478971,2024,Connor Ingram,UTA,G,other,22,1814,4.73,8,51,1.76,1,5.25,4,25.46,22,0.63,0,12.85,10,8.52,10,4.22,17,10,7,0.76,1.17,2.8,2,2,4,17,0,0
8478971,2024,Connor Ingram,UTA,G,all,22,72607,54.36,66,1181,40.04,57,151.55,113,616.48,558,20.68,0,326.51,294,245.76,308,52.18,618,170,51,17.83,20.33,16.2,29,27,10,342,4,2
8478971,2024,Connor Ingram,UTA,G,5on5,22,60590,40.09,43,934,29.21,41,123.14,90,484.11,440,17.24,0,256.23,238,196.15,249,38.86,501,122,38,14.63,14.68,10.78,23,16,4,273,2,1
8478971,2024,Connor Ingram,UTA,G,4on5,22,5558,7.41,11,163,8.09,14,19.84,19,84.69,74,0.42,0,49.79,39,26.8,32,7.02,82,28,5,1.82,3.24,2.35,3,6,2,48,0,0
8478971,2024,Connor Ingram,UTA,G,5on4,22,4645,1.4,2,23,0.64,1,2.13,0,15.88,18,2.15,0,4.91,4,11.45,14,1.36,15,5,1,0.51,0.63,0.27,1,1,0,2,2,1
8479292,2024,Charlie Lindgren,WSH,G,other,39,4394,10.27,6,133,5.23,7,13.61,20,68.26,55,1.28,0,40.7,35,21.74,26,7.91,52,31,11,2.05,3.88,4.35,2,1,3,39,0,0
8479292,2024,Charlie Lindgren,WSH,G,all,39,137220,103.03,104,2178,73.88,97,267.54,216,1116.87,987,38.78,0,606.63,487,443.84,623,97.5,1126,298,109,31.84,37.6,33.58,32,41,31,645,0,0
8479292,2024,Charlie Lindgren,WSH,G,5on5,39,111575,68.99,77,1667,51.73,65,208.07,154,835.54,741,31.83,0,449.97,367,340.97,480,67.18,877,203,68,23.97,26.11,18.91,27,31,19,519,0,0
8479292,2024,Charlie Lindgren,WSH,G,4on5,39,11000,20.27,18,327,15.23,23,40.6,38,177.27,153,1.1,0,104.67,78,56.89,86,18.96,164,54,26,4.85,6.24,9.19,3,7,8,83,0,0
8479292,2024,Charlie Lindgren,WSH,G,5on4,39,10251,3.49,3,51,1.68,2,5.25,4,35.8,38,4.58,0,11.29,7,24.23,31,3.45,33,10,4,0.98,1.38,1.14,0,2,1,4,0,0
8480193,2024,Daniil Tarasov,CBJ,G,other,20,1340,5.66,6,46,2.13,5,5.42,7,29.31,27,0.14,0,16.01,13,8.65,8,4.3,17,12,10,0.63,1.53,3.5,2,2,2,7,0,0
8480193,2024,Daniil Tarasov,CBJ,G,all,20,66025,60.64,65,1113,40.9,79,144.49,80,599.97,544,18.77,1,328.35,257,227.25,340,57.12,570,186,66,17.21,23.58,19.85,24,30,11,291,0,0
8480193,2024,Daniil Tarasov,CBJ,G,5on5,20,55982,44.62,49,916,30.89,63,119.95,63,478.55,419,15.82,0,259.15,203,185.31,278,43,471,142,43,13.9,17.87,12.85,19,23,7,260,0,0
8480193,2024,Daniil Tarasov,CBJ,G,4on5,20,4322,8.99,8,129,7.19,11,16.89,9,77.42,80,0.54,0,48.08,38,24.09,41,8.46,70,26,12,2.3,3.45,3.25,2,4,2,21,0,0
8480193,2024,Daniil Tarasov,CBJ,G,5on4,20,4381,0.81,2,14,0.45,0,1.3,0,10.05,12,2.07,1,3.14,2,7.03,9,0.81,8,5,0,0.22,0.59,0,1,1,0,1,0,0
8477484,2024,Spencer Martin,CAR,G,other,9,802,2.02,1,15,0.76,2,1.73,3,9.39,7,0.3,0,4.7,5,2.39,1,1.72,2,5,5,0.11,0.55,1.36,0,0,1,3,0,0
8477484,2024,Spencer Martin,CAR,G,all,9,24959,18.46,27,354,14.31,19,47.35,35,200.91,175,7.37,0,110.26,81,78.63,114,17.72,196,57,23,5.5,6.73,6.24,11,7,9,78,0,0
8477484,2024,Spencer Martin,CAR,G,5on5,9,19543,13.86,19,273,10.12,12,38.16,26,155.63,134,5.5,0,85.22,60,61.37,97,13.47,154,45,15,4.49,5.37,4,8,5,6,59,0,0
8477484,2024,Spencer Martin,CAR,G,4on5,9,2103,1.71,5,49,3.08,4,6.22,5,27.88,26,0.09,0,17.6,13,9.34,12,1.69,31,7,1,0.61,0.81,0.29,2,2,1,10,0,0
8477484,2024,Spencer Martin,CAR,G,5on4,9,2511,0.81,2,14,0.3,1,1.12,1,7.26,7,1.44,0,2.37,2,5.14,4,0.79,8,0,2,0.22,0,0.58,1,0,1,4,0,0
8479496,2024,David Rittich,LAK,G,other,34,3109,4.64,8,85,3.46,6,8.9,4,42.12,38,0.84,0,25.9,22,12.51,17,4.45,39,12,6,1.46,1.28,1.9,3,4,1,28,0,0
8479496,2024,David Rittich,LAK,G,all,34,111628,76.62,88,1670,57.3,82,207.86,129,850.07,772,34.37,2,460.61,357,334.76,505,73.76,867,228,71,24.58,28.4,23.64,38,33,17,504,2,1
8479496,2024,David Rittich,LAK,G,5on5,34,94450,57.69,60,1401,45,68,176.76,114,700.39,635,28.87,1,376.62,284,283.21,432,55.62,724,192,47,19.92,23.8,13.97,29,24,7,438,2,1
8479496,2024,David Rittich,LAK,G,4on5,34,7056,13.1,17,155,8.07,8,19.78,10,91.06,81,0.69,1,52.38,47,26.66,41,12.53,84,21,18,2.48,2.87,7.76,3,5,9,32,0,0
8479496,2024,David Rittich,LAK,G,5on4,34,7013,1.11,2,28,0.75,0,2.26,1,15.77,17,3.93,0,5.35,4,12,15,1.1,19,3,0,0.65,0.46,0,2,0,0,6,0,0
8478039,2024,Kaapo Kahkonen,COL,G,other,1,129,0,0,1,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8478039,2024,Kaapo Kahkonen,COL,G,all,1,3496,1.85,4,45,1.51,5,6.2,2,24.1,20,1.21,0,12.76,6,9.81,16,1.79,26,5,2,0.73,0.59,0.53,2,1,1,12,0,0
8478039,2024,Kaapo Kahkonen,COL,G,5on5,1,2559,1.61,4,34,1.15,4,4.98,2,19.52,17,0.89,0,10.47,5,8.1,12,1.55,22,3,2,0.69,0.38,0.53,2,1,1,7,0,0
8478039,2024,Kaapo Kahkonen,COL,G,4on5,1,411,0.04,0,8,0.21,0,0.91,0,2.91,2,0.01,0,1.79,1,0.95,3,0.04,4,0,0,0.04,0,0,0,0,0,4,0,0
8478039,2024,Kaapo Kahkonen,COL,G,5on4,1,397,0.21,0,2,0.14,1,0.31,0,1.67,1,0.28,0,0.5,0,0.76,1,0.2,0,2,0,0,0.21,0,0,0,0,0,0,0
8477480,2024,Eric Comrie,WPG,G,other,20,1628,1.86,1,44,1.32,1,4.16,4,20.05,15,0.66,0,11.3,16,8.7,6,1.83,21,6,1,0.9,0.69,0.27,0,1,0,16,0,0
8477480,2024,Eric Comrie,WPG,G,all,20,70773,49.47,47,1156,39.48,48,150.05,137,600.44,547,20.1,4,332.61,293,240.94,307,47.88,648,137,48,18.2,17.07,14.2,21,16,10,323,0,0
8477480,2024,Eric Comrie,WPG,G,5on5,20,59810,37.3,34,963,31.54,40,128.42,120,496.69,455,16.9,4,274.26,239,201.46,256,36.03,546,109,35,14.81,13.56,8.93,19,11,4,273,0,0
8477480,2024,Eric Comrie,WPG,G,4on5,20,4638,8.96,10,128,5.88,6,15.44,11,69.67,59,0.24,0,42.59,36,21.8,34,8.75,68,19,10,2.05,2.46,4.46,1,3,6,31,0,0
8477480,2024,Eric Comrie,WPG,G,5on4,20,4697,0.97,1,16,0.58,0,1.62,1,11.67,15,2.24,0,3.51,2,7.96,11,0.9,11,3,1,0.33,0.36,0.29,0,1,0,1,0,0
8478024,2024,Ville Husso,ANA,G,other,13,825,0.56,3,19,0.53,0,1.91,1,8.3,8,0.3,0,4.3,3,3.46,4,0.44,10,1,0,0.4,0.17,0,3,0,0,8,0,0
8478024,2024,Ville Husso,ANA,G,all,13,38386,32.08,37,671,23.84,32,90.28,65,361.9,336,10.96,2,198.39,160,143.39,205,31,380,82,38,10.85,10.26,10.98,20,7,10,171,0,0
8478024,2024,Ville Husso,ANA,G,5on5,13,31981,25.19,24,573,19.78,27,80.05,60,312.1,287,9.24,2,171.33,138,125.19,182,24.44,332,72,28,9.17,8.86,7.16,13,7,4,141,0,0
8478024,2024,Ville Husso,ANA,G,4on5,13,2996,5.34,8,69,3.12,5,7.39,4,34.36,32,0.14,0,20.39,18,10.63,13,5.13,33,7,8,1.05,0.98,3.31,2,0,6,21,0,0
8478024,2024,Ville Husso,ANA,G,5on4,13,2584,0.64,1,7,0.3,0,0.52,0,4.65,6,1.25,0,1.51,1,2.91,4,0.64,4,1,1,0.18,0.15,0.3,1,0,0,1,0,0
8475831,2024,Philipp Grubauer,SEA,G,other,26,2134,2.87,0,45,1.5,3,5.22,5,23.95,18,0.7,0,13.33,10,9.25,15,2.66,22,6,5,0.69,0.74,1.44,0,0,0,12,0,0
8475831,2024,Philipp Grubauer,SEA,G,all,26,87629,68.7,85,1507,52.5,65,190.2,148,778.32,681,24.45,2,433.74,374,308.29,407,65.94,817,186,77,22.87,23.48,22.35,34,38,13,427,0,0
8475831,2024,Philipp Grubauer,SEA,G,5on5,26,74276,53.56,74,1270,41.93,54,164.37,121,652.1,572,20.86,2,360.41,306,263.44,350,51.93,699,154,53,19.74,19.4,14.42,33,35,6,364,0,0
8475831,2024,Philipp Grubauer,SEA,G,4on5,26,4946,11.01,11,172,8.47,8,18.87,22,89.59,80,0.5,0,56.33,53,27.27,31,10.08,86,22,17,2.2,2.72,6.08,1,3,7,47,0,0
8475831,2024,Philipp Grubauer,SEA,G,5on4,26,6273,1.27,0,20,0.6,0,1.75,0,12.68,11,2.38,0,3.68,5,8.33,11,1.27,10,4,2,0.23,0.62,0.41,0,0,0,4,0,0
8484910,2024,Victor Ostman,SEA,G,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8484910,2024,Victor Ostman,SEA,G,all,1,1200,1.44,0,17,0.77,2,2.42,6,10.92,12,0.27,0,5.91,5,4.08,2,1.22,7,7,1,0.24,0.94,0.25,0,0,0,2,0,0
8484910,2024,Victor Ostman,SEA,G,5on5,1,1177,1.44,0,17,0.77,2,2.42,6,10.92,12,0.26,0,5.91,5,4.08,2,1.22,7,7,1,0.24,0.94,0.25,0,0,0,2,0,0
8484910,2024,Victor Ostman,SEA,G,4on5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8484910,2024,Victor Ostman,SEA,G,5on4,1,23,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8480313,2024,Logan Thompson,WSH,G,other,43,4639,11.56,10,154,6.09,7,15.95,14,81.56,73,1.62,1,49.52,45,24.03,33,10.71,68,29,13,2.82,3.74,5.01,2,3,5,44,0,0
8480313,2024,Logan Thompson,WSH,G,all,43,152109,130.96,105,2579,88.05,150,323.7,247,1332.96,1172,44.75,3,712.05,582,513.94,728,122.97,1317,342,155,37.91,42.76,50.3,40,33,32,765,0,0
8480313,2024,Logan Thompson,WSH,G,5on5,43,126854,96.07,73,2075,67.5,122,268.49,199,1060.97,922,35.95,0,557.83,453,418.86,598,90.8,1062,271,112,30.35,34.04,31.67,36,25,12,630,0,0
8480313,2024,Logan Thompson,WSH,G,4on5,43,10787,19.83,19,300,12.97,19,34.2,32,157.48,143,0.99,1,94.03,75,49.75,70,17.99,158,32,26,3.9,3.67,12.27,2,4,13,84,0,0
8480313,2024,Logan Thompson,WSH,G,5on4,43,9829,2.4,2,41,1.09,2,3.94,1,26.57,30,5.92,1,8.11,7,18.64,23,2.38,25,8,2,0.62,1.09,0.68,0,1,1,6,0,0
8482137,2024,Yaroslav Askarov,SJS,G,other,13,725,2.01,3,25,1.08,0,2.49,1,12.24,10,0.31,0,5.77,6,4.04,6,1.91,10,4,2,0.44,0.45,1.12,1,2,0,9,0,0
8482137,2024,Yaroslav Askarov,SJS,G,all,13,43008,38.69,37,755,27.48,44,94.2,56,396.58,357,11.46,0,214.78,190,157.04,218,36.93,405,101,40,11.37,12.67,14.65,15,11,11,209,0,0
8482137,2024,Yaroslav Askarov,SJS,G,5on5,13,36519,28.98,27,622,21.19,34,79.27,49,323.23,296,9.39,0,175.26,154,130.33,181,27.67,335,81,30,9.63,10.27,9.09,14,8,5,176,0,0
8482137,2024,Yaroslav Askarov,SJS,G,4on5,13,2774,7.18,7,95,4.85,10,11.38,6,53.27,41,0.32,0,31.14,29,16.45,21,6.84,51,14,8,1.08,1.64,4.45,0,1,6,22,0,0
8482137,2024,Yaroslav Askarov,SJS,G,5on4,13,2990,0.52,0,13,0.37,0,1.06,0,7.84,10,1.44,0,2.6,1,6.22,10,0.52,9,2,0,0.23,0.3,0,0,0,0,2,0,0
8479406,2024,Filip Gustavsson,MIN,G,other,58,4892,18.39,12,181,7.49,11,18.68,15,101.55,101,1.31,0,56.31,46,29.88,50,15.36,65,40,29,2.77,5.43,10.19,4,5,3,47,0,0
8479406,2024,Filip Gustavsson,MIN,G,all,58,205415,161.32,146,3607,123.58,166,459.1,389,1863.04,1693,55.75,8,1040.38,766,732.39,1108,152.87,1984,421,176,54.94,51.41,54.97,55,49,42,1026,0,0
8479406,2024,Filip Gustavsson,MIN,G,5on5,58,173165,111.94,95,2917,92.79,129,377.89,320,1471.74,1302,46.16,6,815.27,591,594.32,903,107.93,1618,312,113,43.31,37.75,30.89,41,32,22,874,0,0
8479406,2024,Filip Gustavsson,MIN,G,4on5,58,13571,27.72,34,443,21.17,25,55.38,51,245.42,241,0.93,0,153.55,121,77.39,112,26.43,252,61,31,7.35,7.19,13.18,7,10,17,99,0,0
8479406,2024,Filip Gustavsson,MIN,G,5on4,58,13787,2.7,3,57,1.79,0,5.72,3,38.05,43,7.14,2,12.53,7,28.06,39,2.59,43,7,2,1.29,0.93,0.49,1,2,0,5,0,0
8477990,2024,Brandon Halverson,TBL,G,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477990,2024,Brandon Halverson,TBL,G,all,1,3477,2.93,5,49,1.62,4,5.65,6,24.23,24,1.04,0,12.61,10,9.35,8,2.76,22,8,3,0.95,1.09,0.88,1,2,2,16,0,0
8477990,2024,Brandon Halverson,TBL,G,5on5,1,3154,2.72,5,44,1.49,4,5.08,5,21.2,20,0.92,0,11.1,9,7.86,6,2.55,19,7,3,0.84,0.99,0.88,1,2,2,15,0,0
8477990,2024,Brandon Halverson,TBL,G,4on5,1,120,0.15,0,3,0.09,0,0.26,1,1.42,2,0,0,0.96,1,0.49,0,0.15,1,1,0,0.06,0.1,0,0,0,0,1,0,0
8477990,2024,Brandon Halverson,TBL,G,5on4,1,203,0.06,0,2,0.04,0,0.31,0,1.61,2,0.12,0,0.55,0,0.99,2,0.06,2,0,0,0.06,0,0,0,0,0,0,0,0
8477831,2024,Pheonix Copley,LAK,G,other,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8477831,2024,Pheonix Copley,LAK,G,all,1,1649,1.01,2,16,0.71,1,1.89,1,9.47,12,0.48,0,4.45,5,3.67,3,0.94,7,3,2,0.16,0.34,0.51,1,1,0,4,0,0
8477831,2024,Pheonix Copley,LAK,G,5on5,1,1142,0.24,0,9,0.26,0,0.98,1,4.53,6,0.35,0,2.51,4,1.87,1,0.24,5,1,0,0.13,0.12,0,0,0,0,3,0,0
8477831,2024,Pheonix Copley,LAK,G,4on5,1,147,0.64,2,5,0.38,1,0.73,0,3.43,4,0,0,1.46,1,0.69,0,0.57,1,1,2,0.03,0.1,0.51,1,1,0,1,0,0
8477831,2024,Pheonix Copley,LAK,G,5on4,1,360,0.13,0,2,0.06,0,0.18,0,1.5,2,0.13,0,0.48,0,1.11,2,0.13,1,1,0,0.01,0.12,0,0,0,0,0,0,0
8476914,2024,Joonas Korpisalo,BOS,G,other,27,1957,6.12,3,69,3.25,5,7.88,7,39.75,36,1.06,0,23.04,22,13.16,18,5.35,34,10,11,1.16,1.25,3.7,1,1,1,14,0,0
8476914,2024,Joonas Korpisalo,BOS,G,all,27,91782,72.35,74,1506,53.09,88,194.84,152,784.67,693,24.89,2,423.34,328,305.5,431,69.38,806,189,81,22.27,24.39,25.68,31,26,17,430,0,0
8476914,2024,Joonas Korpisalo,BOS,G,5on5,27,76424,50.38,50,1222,39.37,67,162.7,124,622.76,544,18.98,2,337.49,267,246.8,347,48.55,664,144,50,18.09,18.67,13.62,24,18,8,364,0,0
8476914,2024,Joonas Korpisalo,BOS,G,4on5,27,7297,14.34,14,183,9.48,16,20.54,19,98.87,86,0.74,0,55.19,37,29.16,46,13.97,83,30,19,2.27,3.94,8.13,2,4,8,51,0,0
8476914,2024,Joonas Korpisalo,BOS,G,5on4,27,6104,1.41,6,31,0.95,0,3.59,2,22.5,26,4,0,7.32,2,15.98,20,1.4,25,4,1,0.74,0.43,0.24,4,2,0,1,0,0
8481529,2024,Trent Miner,COL,G,other,2,15,0.03,0,1,0.07,0,0.12,0,0.61,0,0,0,0.57,0,0.2,1,0.03,1,0,0,0.03,0,0,0,0,0,0,0,0
8481529,2024,Trent Miner,COL,G,all,2,5498,2.35,4,74,2.29,3,9.06,8,33.96,33,1.58,0,19.64,11,14.41,23,2.33,42,5,2,1.25,0.49,0.61,2,1,1,25,0,0
8481529,2024,Trent Miner,COL,G,5on5,2,5123,2.24,4,71,2.14,3,8.66,8,32,33,1.47,0,18.37,11,13.41,20,2.21,39,5,2,1.14,0.49,0.61,2,1,1,25,0,0
8481529,2024,Trent Miner,COL,G,4on5,2,120,0.03,0,1,0.05,0,0.2,0,0.67,0,0,0,0.47,0,0.23,1,0.03,1,0,0,0.03,0,0,0,0,0,0,0,0
8481529,2024,Trent Miner,COL,G,5on4,2,240,0.06,0,1,0.04,0,0.09,0,0.68,0,0.1,0,0.23,0,0.57,1,0.06,1,0,0,0.06,0,0,0,0,0,0,0,0
8475883,2024,Frederik Andersen,CAR,G,other,22,1843,4.08,3,50,2.3,1,5.06,0,26.42,25,0.57,1,16.48,16,7.08,16,3.84,21,8,7,0.95,1.21,1.92,1,0,2,14,0,0
